task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.24568621329651,73.24568621329651,73.24568621329651,73.24568621329651,24.060516141810258,24.060516141810258,8.319857778013468,8.319857778013468
object_detection,32.018465696670035,32.018465696670035,32.018465696670035,32.018465696670035,18.890669071153724,18.890669071153724,10.24560553093804,10.24560553093804
question_answering,34.8531264328207,34.8531264328207,34.8531264328207,34.8531264328207,15.408004431368278,15.408004431368278,3.261611810979629,3.261611810979629
speech_recognition,573.053583916084,573.053583916084,573.053583916084,573.053583916084,208.43007389162563,208.43007389162563,19.252684649050398,19.252684649050398
