task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.02897431653314,73.02897431653314,73.02897431653314,73.02897431653314,73.02897431653314,8.353188904232683,8.353188904232683,8.353188904232683
object_detection,32.64594856175815,32.64594856175815,32.64594856175815,32.64594856175815,32.64594856175815,10.469814606533765,10.469814606533765,10.469814606533765
question_answering,35.31155125868283,35.31155125868283,35.31155125868283,35.31155125868283,35.31155125868283,3.3372458456753775,3.3372458456753775,3.3372458456753775
speech_recognition,574.778295038295,574.778295038295,574.778295038295,574.778295038295,574.778295038295,19.185137523281156,19.185137523281156,19.185137523281156
