task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,74.28230268097914,74.28230268097914,74.28230268097914,74.28230268097914,74.28230268097914,74.28230268097914,74.28230268097914,74.28230268097914,74.28230268097914,74.28230268097914,27.521977157503926,27.521977157503926,27.521977157503926,8.099561179364528
object_detection,35.27490714093268,35.27490714093268,35.27490714093268,35.27490714093268,35.27490714093268,35.27490714093268,35.27490714093268,35.27490714093268,35.27490714093268,35.27490714093268,18.813483581722913,18.813483581722913,18.813483581722913,10.362475642255623
question_answering,35.754985672806725,35.754985672806725,35.754985672806725,35.754985672806725,35.754985672806725,35.754985672806725,35.754985672806725,35.754985672806725,35.754985672806725,35.754985672806725,16.86383700453485,16.86383700453485,16.86383700453485,3.2139538362034115
speech_recognition,574.1601991341992,574.1601991341992,574.1601991341992,574.1601991341992,574.1601991341992,574.1601991341992,574.1601991341992,574.1601991341992,574.1601991341992,574.1601991341992,215.09144962487488,215.09144962487488,215.09144962487488,19.09606126800853
