task_type,t2.large-1,t2.large-2,t2.large-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,72.00430456253986,72.00430456253986,72.00430456253986,8.389542179154976,8.389542179154976,8.389542179154976
object_detection,30.93746679418506,30.93746679418506,30.93746679418506,10.298225764543602,10.298225764543602,10.298225764543602
question_answering,35.42496907089012,35.42496907089012,35.42496907089012,3.340491826334793,3.340491826334793,3.340491826334793
speech_recognition,572.2168833943833,572.2168833943833,572.2168833943833,19.241772121559464,19.241772121559464,19.241772121559464
