task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.67848659381555,72.67848659381555,72.67848659381555,72.67848659381555,24.73714186914187,8.406525866637349,8.406525866637349
object_detection,31.434403729440493,31.434403729440493,31.434403729440493,31.434403729440493,19.499312945119396,10.399950383887358,10.399950383887358
question_answering,36.128091009867326,36.128091009867326,36.128091009867326,36.128091009867326,14.634199631785838,3.2917097013208063,3.2917097013208063
speech_recognition,573.6004179154179,573.6004179154179,573.6004179154179,573.6004179154179,200.30826218646018,19.292156106907257,19.292156106907257
