task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,74.25520406064524,74.25520406064524,74.25520406064524,74.25520406064524,74.25520406064524,74.25520406064524,74.25520406064524,74.25520406064524,74.25520406064524,74.25520406064524,27.542604563826565,27.542604563826565,27.542604563826565,27.542604563826565,8.141102175135789
object_detection,34.64998154038943,34.64998154038943,34.64998154038943,34.64998154038943,34.64998154038943,34.64998154038943,34.64998154038943,34.64998154038943,34.64998154038943,34.64998154038943,20.098975660416066,20.098975660416066,20.098975660416066,20.098975660416066,10.379840562977623
question_answering,35.55987121212121,35.55987121212121,35.55987121212121,35.55987121212121,35.55987121212121,35.55987121212121,35.55987121212121,35.55987121212121,35.55987121212121,35.55987121212121,16.51117822152776,16.51117822152776,16.51117822152776,16.51117822152776,3.194777715093643
speech_recognition,575.4890354645355,575.4890354645355,575.4890354645355,575.4890354645355,575.4890354645355,575.4890354645355,575.4890354645355,575.4890354645355,575.4890354645355,575.4890354645355,209.33019158334895,209.33019158334895,209.33019158334895,209.33019158334895,19.09603237342368
