task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.88145755412268,73.88145755412268,73.88145755412268,73.88145755412268,73.88145755412268,73.88145755412268,73.88145755412268,73.88145755412268,73.88145755412268,25.832971427975263,25.832971427975263,25.832971427975263,25.832971427975263,8.351716218041947,8.351716218041947
object_detection,35.14290834733817,35.14290834733817,35.14290834733817,35.14290834733817,35.14290834733817,35.14290834733817,35.14290834733817,35.14290834733817,35.14290834733817,20.816671112174543,20.816671112174543,20.816671112174543,20.816671112174543,10.750792701703844,10.750792701703844
question_answering,35.249355319984836,35.249355319984836,35.249355319984836,35.249355319984836,35.249355319984836,35.249355319984836,35.249355319984836,35.249355319984836,35.249355319984836,15.211509462348573,15.211509462348573,15.211509462348573,15.211509462348573,3.2360653611473147,3.2360653611473147
speech_recognition,574.372902097902,574.372902097902,574.372902097902,574.372902097902,574.372902097902,574.372902097902,574.372902097902,574.372902097902,574.372902097902,216.2880261333505,216.2880261333505,216.2880261333505,216.2880261333505,18.853544413065993,18.853544413065993
