task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.21801836818643,73.21801836818643,73.21801836818643,73.21801836818643,73.21801836818643,73.21801836818643,73.21801836818643,23.133743756464014,8.434687737376551,8.434687737376551
object_detection,33.80222361205555,33.80222361205555,33.80222361205555,33.80222361205555,33.80222361205555,33.80222361205555,33.80222361205555,20.313162773451985,10.451027064376385,10.451027064376385
question_answering,35.91966911257204,35.91966911257204,35.91966911257204,35.91966911257204,35.91966911257204,35.91966911257204,35.91966911257204,14.347950023033452,3.351570325151801,3.351570325151801
speech_recognition,574.1387707530564,574.1387707530564,574.1387707530564,574.1387707530564,574.1387707530564,574.1387707530564,574.1387707530564,208.1527977984196,19.12213812178108,19.12213812178108
