task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,73.34803876678878,73.34803876678878,73.34803876678878,73.34803876678878,26.02387693866417,26.02387693866417,8.239283744268302
object_detection,32.85764317188659,32.85764317188659,32.85764317188659,32.85764317188659,18.676145438361587,18.676145438361587,9.91414993580348
question_answering,37.961902420979435,37.961902420979435,37.961902420979435,37.961902420979435,14.165187180250177,14.165187180250177,3.2007977797858205
speech_recognition,573.3872161172161,573.3872161172161,573.3872161172161,573.3872161172161,192.62148117800393,192.62148117800393,19.19905935321765
