task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,71.60148741418763,25.564738474460405,25.564738474460405,25.564738474460405,25.564738474460405,8.267410483024502,8.267410483024502
object_detection,31.77770580296896,19.561080520708366,19.561080520708366,19.561080520708366,19.561080520708366,10.260395878765404,10.260395878765404
question_answering,33.194298245614036,15.302739234227639,15.302739234227639,15.302739234227639,15.302739234227639,3.294452442337201,3.294452442337201
speech_recognition,564.8305128205128,205.68178399438656,205.68178399438656,205.68178399438656,205.68178399438656,19.14736220268241,19.14736220268241
