task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,73.34096237096237,73.34096237096237,73.34096237096237,73.34096237096237,25.5161515191945,25.5161515191945,25.5161515191945,25.5161515191945,8.164786353051786
object_detection,32.350626518089754,32.350626518089754,32.350626518089754,32.350626518089754,19.203470955506408,19.203470955506408,19.203470955506408,19.203470955506408,10.017288368415658
question_answering,35.854475955331225,35.854475955331225,35.854475955331225,35.854475955331225,14.855093344754312,14.855093344754312,14.855093344754312,14.855093344754312,3.204161841743729
speech_recognition,574.0938045288045,574.0938045288045,574.0938045288045,574.0938045288045,201.1738249634923,201.1738249634923,201.1738249634923,201.1738249634923,19.33062951460618
