task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.53680387014946,73.53680387014946,73.53680387014946,73.53680387014946,30.988015311766056,30.988015311766056,30.988015311766056,30.988015311766056,8.552865378259323,8.552865378259323,8.552865378259323
object_detection,32.7864791503646,32.7864791503646,32.7864791503646,32.7864791503646,19.794283636780204,19.794283636780204,19.794283636780204,19.794283636780204,10.706606576864813,10.706606576864813,10.706606576864813
question_answering,35.34915836769384,35.34915836769384,35.34915836769384,35.34915836769384,16.656001718650185,16.656001718650185,16.656001718650185,16.656001718650185,3.288479756707401,3.288479756707401,3.288479756707401
speech_recognition,574.2771353646355,574.2771353646355,574.2771353646355,574.2771353646355,212.0859550825739,212.0859550825739,212.0859550825739,212.0859550825739,19.0798664582587,19.0798664582587,19.0798664582587
