task_type,t2.large-1,t2.large-2,c5.2xlarge-1,g4dn.xlarge-1
image_classification,74.27275378216555,74.27275378216555,25.81344116369952,8.311939147221617
object_detection,33.28993548934726,33.28993548934726,18.851400609241416,9.963932150081956
question_answering,38.84857586857587,38.84857586857587,14.18703779285308,3.120614194349792
speech_recognition,565.7073305860806,565.7073305860806,186.32577554930495,19.48831983835858
