task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.17240490990491,73.17240490990491,73.17240490990491,28.049905973768876,28.049905973768876,8.350383124140718,8.350383124140718,8.350383124140718
object_detection,31.847620250120247,31.847620250120247,31.847620250120247,18.64232439129498,18.64232439129498,10.363572782705017,10.363572782705017,10.363572782705017
question_answering,35.586269286269285,35.586269286269285,35.586269286269285,15.969903186847437,15.969903186847437,3.374199512088586,3.374199512088586,3.374199512088586
speech_recognition,576.4000876900876,576.4000876900876,576.4000876900876,195.85606917695,195.85606917695,19.224352171598433,19.224352171598433,19.224352171598433
