task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,25.111460751419024,25.111460751419024,25.111460751419024,25.111460751419024,8.310526876508906
object_detection,18.81827652941209,18.81827652941209,18.81827652941209,18.81827652941209,9.91338842545461
question_answering,14.473998920335315,14.473998920335315,14.473998920335315,14.473998920335315,3.2069815015550693
speech_recognition,198.39477336246492,198.39477336246492,198.39477336246492,198.39477336246492,19.75081502934101
