task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,74.3212041334236,74.3212041334236,74.3212041334236,74.3212041334236,74.3212041334236,74.3212041334236,74.3212041334236,74.3212041334236,74.3212041334236,74.3212041334236,25.94098694488372,25.94098694488372,25.94098694488372,25.94098694488372
object_detection,34.495210719935955,34.495210719935955,34.495210719935955,34.495210719935955,34.495210719935955,34.495210719935955,34.495210719935955,34.495210719935955,34.495210719935955,34.495210719935955,18.874945102726976,18.874945102726976,18.874945102726976,18.874945102726976
question_answering,37.83692464621721,37.83692464621721,37.83692464621721,37.83692464621721,37.83692464621721,37.83692464621721,37.83692464621721,37.83692464621721,37.83692464621721,37.83692464621721,13.951363784822206,13.951363784822206,13.951363784822206,13.951363784822206
speech_recognition,574.7267612387612,574.7267612387612,574.7267612387612,574.7267612387612,574.7267612387612,574.7267612387612,574.7267612387612,574.7267612387612,574.7267612387612,574.7267612387612,193.70776852860226,193.70776852860226,193.70776852860226,193.70776852860226
