task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,72.83836772937613,72.83836772937613,72.83836772937613,72.83836772937613,72.83836772937613,72.83836772937613,72.83836772937613,8.417497198464934,8.417497198464934,8.417497198464934
object_detection,33.509410445076085,33.509410445076085,33.509410445076085,33.509410445076085,33.509410445076085,33.509410445076085,33.509410445076085,10.48337837949904,10.48337837949904,10.48337837949904
question_answering,35.72575605067202,35.72575605067202,35.72575605067202,35.72575605067202,35.72575605067202,35.72575605067202,35.72575605067202,3.2760971948617645,3.2760971948617645,3.2760971948617645
speech_recognition,575.7593144950288,575.7593144950288,575.7593144950288,575.7593144950288,575.7593144950288,575.7593144950288,575.7593144950288,19.19272399323138,19.19272399323138,19.19272399323138
