task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.58483502086885,73.58483502086885,73.58483502086885,73.58483502086885,73.58483502086885,73.58483502086885,73.58483502086885,28.182886207613894,28.182886207613894,8.175528980203032,8.175528980203032,8.175528980203032
object_detection,33.71097105275676,33.71097105275676,33.71097105275676,33.71097105275676,33.71097105275676,33.71097105275676,33.71097105275676,19.67130694973253,19.67130694973253,10.470367141236649,10.470367141236649,10.470367141236649
question_answering,34.97320980606695,34.97320980606695,34.97320980606695,34.97320980606695,34.97320980606695,34.97320980606695,34.97320980606695,15.825893205175742,15.825893205175742,3.328099862842367,3.328099862842367,3.328099862842367
speech_recognition,573.6127501070358,573.6127501070358,573.6127501070358,573.6127501070358,573.6127501070358,573.6127501070358,573.6127501070358,190.33200268567776,190.33200268567776,19.006206897082897,19.006206897082897,19.006206897082897
