task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,73.85304021365631,73.85304021365631,73.85304021365631,73.85304021365631,73.85304021365631,24.893624205387745,24.893624205387745,24.893624205387745,8.263818371231215
object_detection,32.73053025612158,32.73053025612158,32.73053025612158,32.73053025612158,32.73053025612158,19.274536901354004,19.274536901354004,19.274536901354004,10.088806271807005
question_answering,36.39747177854825,36.39747177854825,36.39747177854825,36.39747177854825,36.39747177854825,14.51372765382998,14.51372765382998,14.51372765382998,3.1620696685483862
speech_recognition,575.0189756909757,575.0189756909757,575.0189756909757,575.0189756909757,575.0189756909757,187.09376284025478,187.09376284025478,187.09376284025478,19.037796561616396
