task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,72.7200647065353,72.7200647065353,72.7200647065353,72.7200647065353,33.15738003122258,33.15738003122258,8.355805115780381,8.355805115780381,8.355805115780381
object_detection,32.16431344970819,32.16431344970819,32.16431344970819,32.16431344970819,19.95906808022226,19.95906808022226,10.516799097844984,10.516799097844984,10.516799097844984
question_answering,34.79694129528882,34.79694129528882,34.79694129528882,34.79694129528882,17.27294888431458,17.27294888431458,3.308672655231728,3.308672655231728,3.308672655231728
speech_recognition,573.3758533133533,573.3758533133533,573.3758533133533,573.3758533133533,191.31127914206667,191.31127914206667,19.074588152060166,19.074588152060166,19.074588152060166
