task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,70.93327788611458,70.93327788611458,26.079829526580276,26.079829526580276,26.079829526580276,26.079829526580276,8.365783992452894,8.365783992452894
object_detection,31.37784992784993,31.37784992784993,19.21716917754146,19.21716917754146,19.21716917754146,19.21716917754146,10.475434128065476,10.475434128065476
question_answering,32.99886002886003,32.99886002886003,14.349599007590058,14.349599007590058,14.349599007590058,14.349599007590058,3.287931111128691,3.287931111128691
speech_recognition,563.055094905095,563.055094905095,211.05430458962365,211.05430458962365,211.05430458962365,211.05430458962365,19.053596448007756,19.053596448007756
