task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,72.94324486759083,72.94324486759083,72.94324486759083,72.94324486759083,72.94324486759083,72.94324486759083,8.27688479459357,8.27688479459357,8.27688479459357
object_detection,33.37466538005624,33.37466538005624,33.37466538005624,33.37466538005624,33.37466538005624,33.37466538005624,10.421700575406177,10.421700575406177,10.421700575406177
question_answering,34.74818899782135,34.74818899782135,34.74818899782135,34.74818899782135,34.74818899782135,34.74818899782135,3.281271086590838,3.281271086590838,3.281271086590838
speech_recognition,573.1069957819958,573.1069957819958,573.1069957819958,573.1069957819958,573.1069957819958,573.1069957819958,19.0835406599799,19.0835406599799,19.0835406599799
