task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.5509318491536,72.5509318491536,72.5509318491536,72.5509318491536,25.825270207438756,25.825270207438756,25.825270207438756,8.236080526558316,8.236080526558316
object_detection,32.55899067027743,32.55899067027743,32.55899067027743,32.55899067027743,18.914120027265135,18.914120027265135,18.914120027265135,10.312647215946573,10.312647215946573
question_answering,35.20842481112798,35.20842481112798,35.20842481112798,35.20842481112798,14.587190479970554,14.587190479970554,14.587190479970554,3.3125329977168634,3.3125329977168634
speech_recognition,574.0620088245089,574.0620088245089,574.0620088245089,574.0620088245089,201.24083763985618,201.24083763985618,201.24083763985618,19.133401876102415,19.133401876102415
