task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2
image_classification,77.0401664089551,77.0401664089551,77.0401664089551,77.0401664089551,77.0401664089551,77.0401664089551,77.0401664089551,77.0401664089551,27.07400667990739,27.07400667990739
object_detection,35.190419444303515,35.190419444303515,35.190419444303515,35.190419444303515,35.190419444303515,35.190419444303515,35.190419444303515,35.190419444303515,18.557539748994692,18.557539748994692
question_answering,41.33114051610298,41.33114051610298,41.33114051610298,41.33114051610298,41.33114051610298,41.33114051610298,41.33114051610298,41.33114051610298,14.233888082343176,14.233888082343176
speech_recognition,576.7282328830655,576.7282328830655,576.7282328830655,576.7282328830655,576.7282328830655,576.7282328830655,576.7282328830655,576.7282328830655,184.54212471171343,184.54212471171343
