task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.34268284184951,73.34268284184951,73.34268284184951,73.34268284184951,73.34268284184951,73.34268284184951,73.34268284184951,73.34268284184951,73.34268284184951,26.78818466905945,26.78818466905945,26.78818466905945,8.242176849598192,8.242176849598192
object_detection,34.45532455199122,34.45532455199122,34.45532455199122,34.45532455199122,34.45532455199122,34.45532455199122,34.45532455199122,34.45532455199122,34.45532455199122,20.89138122896648,20.89138122896648,20.89138122896648,10.564180452200066,10.564180452200066
question_answering,35.199138488599274,35.199138488599274,35.199138488599274,35.199138488599274,35.199138488599274,35.199138488599274,35.199138488599274,35.199138488599274,35.199138488599274,15.616821927891385,15.616821927891385,15.616821927891385,3.222048577007181,3.222048577007181
speech_recognition,574.9960439560439,574.9960439560439,574.9960439560439,574.9960439560439,574.9960439560439,574.9960439560439,574.9960439560439,574.9960439560439,574.9960439560439,200.5920430497481,200.5920430497481,200.5920430497481,19.191939123167717,19.191939123167717
