task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,72.94476617878166,72.94476617878166,72.94476617878166,72.94476617878166,72.94476617878166,32.65851093250367,8.312124278005312,8.312124278005312,8.312124278005312
object_detection,32.566153487035834,32.566153487035834,32.566153487035834,32.566153487035834,32.566153487035834,20.946258358181982,10.420164854145813,10.420164854145813,10.420164854145813
question_answering,35.03295946863594,35.03295946863594,35.03295946863594,35.03295946863594,35.03295946863594,15.893889268626111,3.3459771083980856,3.3459771083980856,3.3459771083980856
speech_recognition,573.3310476190476,573.3310476190476,573.3310476190476,573.3310476190476,573.3310476190476,216.48034706034704,19.154956502985016,19.154956502985016,19.154956502985016
