task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,75.8089505663344,75.8089505663344,75.8089505663344,75.8089505663344,75.8089505663344,75.8089505663344,75.8089505663344,75.8089505663344,75.8089505663344,75.8089505663344,26.100788117674774,26.100788117674774,26.100788117674774
object_detection,35.58423262260594,35.58423262260594,35.58423262260594,35.58423262260594,35.58423262260594,35.58423262260594,35.58423262260594,35.58423262260594,35.58423262260594,35.58423262260594,18.861397882666058,18.861397882666058,18.861397882666058
question_answering,40.204022487918,40.204022487918,40.204022487918,40.204022487918,40.204022487918,40.204022487918,40.204022487918,40.204022487918,40.204022487918,40.204022487918,14.124939918790584,14.124939918790584,14.124939918790584
speech_recognition,575.5764290709291,575.5764290709291,575.5764290709291,575.5764290709291,575.5764290709291,575.5764290709291,575.5764290709291,575.5764290709291,575.5764290709291,575.5764290709291,186.01159794265058,186.01159794265058,186.01159794265058
