task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,29.186944357351337,29.186944357351337,29.186944357351337,29.186944357351337,8.447654772297174,8.447654772297174,8.447654772297174
object_detection,20.29711300096818,20.29711300096818,20.29711300096818,20.29711300096818,10.556287754168647,10.556287754168647,10.556287754168647
question_answering,15.243686500935553,15.243686500935553,15.243686500935553,15.243686500935553,3.330295561581321,3.330295561581321,3.330295561581321
speech_recognition,208.5193486072241,208.5193486072241,208.5193486072241,208.5193486072241,19.0648332975395,19.0648332975395,19.0648332975395
