task_type,t2.large-1,t2.large-2,t2.large-3,g4dn.xlarge-1
image_classification,76.85229164626223,76.85229164626223,76.85229164626223,8.430187246059527
object_detection,33.682350256440046,33.682350256440046,33.682350256440046,9.811650180857473
question_answering,42.09257749766573,42.09257749766573,42.09257749766573,3.113677380057348
speech_recognition,576.2594474969476,576.2594474969476,576.2594474969476,19.63463746870164
