task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,71.02301587301586,71.02301587301586,30.776674191820508,30.776674191820508,30.776674191820508,8.369379872637186,8.369379872637186,8.369379872637186
object_detection,30.744878454878453,30.744878454878453,20.40558097766431,20.40558097766431,20.40558097766431,10.366478409353785,10.366478409353785,10.366478409353785
question_answering,33.05130379424497,33.05130379424497,17.260053389538122,17.260053389538122,17.260053389538122,3.3484410079775024,3.3484410079775024,3.3484410079775024
speech_recognition,563.3251098901098,563.3251098901098,216.5321420608377,216.5321420608377,216.5321420608377,19.152227845983493,19.152227845983493,19.152227845983493
