task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,73.67796487417812,73.67796487417812,73.67796487417812,73.67796487417812,73.67796487417812,73.67796487417812,73.67796487417812,73.67796487417812,26.61790053379638,26.61790053379638,26.61790053379638,8.313734371602523
object_detection,34.09500608696429,34.09500608696429,34.09500608696429,34.09500608696429,34.09500608696429,34.09500608696429,34.09500608696429,34.09500608696429,19.50893675098457,19.50893675098457,19.50893675098457,10.152377904421645
question_answering,36.040464808883925,36.040464808883925,36.040464808883925,36.040464808883925,36.040464808883925,36.040464808883925,36.040464808883925,36.040464808883925,15.224739678390353,15.224739678390353,15.224739678390353,3.4045201465201465
speech_recognition,574.0208125208126,574.0208125208126,574.0208125208126,574.0208125208126,574.0208125208126,574.0208125208126,574.0208125208126,574.0208125208126,193.12144943977466,193.12144943977466,193.12144943977466,19.29908225108225
