task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,76.92185447306717,76.92185447306717,76.92185447306717,76.92185447306717,28.065644787082874,28.065644787082874,28.065644787082874,28.065644787082874
object_detection,35.08611242847168,35.08611242847168,35.08611242847168,35.08611242847168,18.641734593020292,18.641734593020292,18.641734593020292,18.641734593020292
question_answering,41.94937262115279,41.94937262115279,41.94937262115279,41.94937262115279,14.765791306632499,14.765791306632499,14.765791306632499,14.765791306632499
speech_recognition,578.3320996732026,578.3320996732026,578.3320996732026,578.3320996732026,189.10636611672538,189.10636611672538,189.10636611672538,189.10636611672538
