task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.01592833837415,74.01592833837415,74.01592833837415,74.01592833837415,74.01592833837415,74.01592833837415,74.01592833837415,74.01592833837415,74.01592833837415,74.01592833837415,74.01592833837415,74.01592833837415,25.3303420658092,8.529145339556386,8.529145339556386
object_detection,34.95618333564154,34.95618333564154,34.95618333564154,34.95618333564154,34.95618333564154,34.95618333564154,34.95618333564154,34.95618333564154,34.95618333564154,34.95618333564154,34.95618333564154,34.95618333564154,20.585077482903568,10.922051118067087,10.922051118067087
question_answering,35.593077202883784,35.593077202883784,35.593077202883784,35.593077202883784,35.593077202883784,35.593077202883784,35.593077202883784,35.593077202883784,35.593077202883784,35.593077202883784,35.593077202883784,35.593077202883784,15.05368560289613,3.676643324555947,3.676643324555947
speech_recognition,577.5977465127465,577.5977465127465,577.5977465127465,577.5977465127465,577.5977465127465,577.5977465127465,577.5977465127465,577.5977465127465,577.5977465127465,577.5977465127465,577.5977465127465,577.5977465127465,213.14932712215324,19.030875027539587,19.030875027539587
