task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.71640048945292,73.71640048945292,73.71640048945292,73.71640048945292,73.71640048945292,73.71640048945292,73.71640048945292,73.71640048945292,25.983452779104955,8.465517549853754,8.465517549853754
object_detection,33.84187172283341,33.84187172283341,33.84187172283341,33.84187172283341,33.84187172283341,33.84187172283341,33.84187172283341,33.84187172283341,20.830916642519078,10.356561099880548,10.356561099880548
question_answering,35.616700101705405,35.616700101705405,35.616700101705405,35.616700101705405,35.616700101705405,35.616700101705405,35.616700101705405,35.616700101705405,15.581723874904654,3.2773423171142673,3.2773423171142673
speech_recognition,574.6506451881453,574.6506451881453,574.6506451881453,574.6506451881453,574.6506451881453,574.6506451881453,574.6506451881453,574.6506451881453,250.6647894569199,19.394276990436072,19.394276990436072
