task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1
image_classification,77.4505501559415,77.4505501559415,77.4505501559415,77.4505501559415,77.4505501559415,77.4505501559415,77.4505501559415,77.4505501559415,77.4505501559415,77.4505501559415,77.4505501559415,77.4505501559415,26.759456611526872
object_detection,36.29960896266043,36.29960896266043,36.29960896266043,36.29960896266043,36.29960896266043,36.29960896266043,36.29960896266043,36.29960896266043,36.29960896266043,36.29960896266043,36.29960896266043,36.29960896266043,18.0323123461854
question_answering,41.933815078528895,41.933815078528895,41.933815078528895,41.933815078528895,41.933815078528895,41.933815078528895,41.933815078528895,41.933815078528895,41.933815078528895,41.933815078528895,41.933815078528895,41.933815078528895,14.483438611183663
speech_recognition,580.4543017367766,580.4543017367766,580.4543017367766,580.4543017367766,580.4543017367766,580.4543017367766,580.4543017367766,580.4543017367766,580.4543017367766,580.4543017367766,580.4543017367766,580.4543017367766,183.0711260664801
