task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.57127461773264,73.57127461773264,73.57127461773264,73.57127461773264,73.57127461773264,73.57127461773264,73.57127461773264,73.57127461773264,28.353831407722716,28.353831407722716,8.318072831899553,8.318072831899553,8.318072831899553
object_detection,34.298329033152946,34.298329033152946,34.298329033152946,34.298329033152946,34.298329033152946,34.298329033152946,34.298329033152946,34.298329033152946,19.969640403456193,19.969640403456193,10.646828299200438,10.646828299200438,10.646828299200438
question_answering,35.024423976758534,35.024423976758534,35.024423976758534,35.024423976758534,35.024423976758534,35.024423976758534,35.024423976758534,35.024423976758534,16.391563621669455,16.391563621669455,3.377793687510027,3.377793687510027,3.377793687510027
speech_recognition,574.8828676184927,574.8828676184927,574.8828676184927,574.8828676184927,574.8828676184927,574.8828676184927,574.8828676184927,574.8828676184927,210.44989751552794,210.44989751552794,19.18151311293264,19.18151311293264,19.18151311293264
