task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,72.65779664779664,72.65779664779664,25.153656697196602,25.153656697196602,25.153656697196602,8.352234168045673
object_detection,31.57096918647228,31.57096918647228,18.560253004977273,18.560253004977273,18.560253004977273,10.058900874905554
question_answering,36.65270357093887,36.65270357093887,14.613570898691814,14.613570898691814,14.613570898691814,3.16756309963339
speech_recognition,563.8928754578754,563.8928754578754,192.25549032444428,192.25549032444428,192.25549032444428,19.108385856172426
