task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,g4dn.xlarge-1
image_classification,73.91747452628033,73.91747452628033,73.91747452628033,73.91747452628033,73.91747452628033,24.740548419775905,8.374943665288063
object_detection,33.641426736662034,33.641426736662034,33.641426736662034,33.641426736662034,33.641426736662034,19.008375520913724,9.814456634492984
question_answering,38.608553056506615,38.608553056506615,38.608553056506615,38.608553056506615,38.608553056506615,13.874415400131344,3.2842959609713787
speech_recognition,575.0983772893773,575.0983772893773,575.0983772893773,575.0983772893773,575.0983772893773,184.79546760382672,19.95044531551381
