task_type,t2.large-1,g4dn.xlarge-1
image_classification,74.74885531135531,8.400898302092768
object_detection,33.974796885261284,9.850734318922523
question_answering,40.56679098679099,3.1871305661694675
speech_recognition,568.5041666666667,19.64479811376363
