task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,72.54527827292534,72.54527827292534,72.54527827292534,72.54527827292534,72.54527827292534,72.54527827292534,25.93105870928172,25.93105870928172,8.503135041721395,8.503135041721395,8.503135041721395
object_detection,33.47596673221286,33.47596673221286,33.47596673221286,33.47596673221286,33.47596673221286,33.47596673221286,19.708235825735827,19.708235825735827,10.85351418746534,10.85351418746534,10.85351418746534
question_answering,35.14065225896108,35.14065225896108,35.14065225896108,35.14065225896108,35.14065225896108,35.14065225896108,14.215042843524694,14.215042843524694,3.3008306032727672,3.3008306032727672,3.3008306032727672
speech_recognition,573.5153651903652,573.5153651903652,573.5153651903652,573.5153651903652,573.5153651903652,573.5153651903652,188.23811574632265,188.23811574632265,19.02248879671364,19.02248879671364,19.02248879671364
