task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.66238570952858,73.66238570952858,73.66238570952858,73.66238570952858,73.66238570952858,73.66238570952858,73.66238570952858,30.267523839147124,30.267523839147124,30.267523839147124,30.267523839147124,8.337956054757104,8.337956054757104,8.337956054757104
object_detection,33.803780712751305,33.803780712751305,33.803780712751305,33.803780712751305,33.803780712751305,33.803780712751305,33.803780712751305,21.010943190291858,21.010943190291858,21.010943190291858,21.010943190291858,10.496602533221203,10.496602533221203,10.496602533221203
question_answering,35.14778677671535,35.14778677671535,35.14778677671535,35.14778677671535,35.14778677671535,35.14778677671535,35.14778677671535,16.39984694700799,16.39984694700799,16.39984694700799,16.39984694700799,3.3052488223781324,3.3052488223781324,3.3052488223781324
speech_recognition,573.8773865023865,573.8773865023865,573.8773865023865,573.8773865023865,573.8773865023865,573.8773865023865,573.8773865023865,206.62934117825762,206.62934117825762,206.62934117825762,206.62934117825762,18.965567970437963,18.965567970437963,18.965567970437963
