task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2
image_classification,76.83973506569508,76.83973506569508,76.83973506569508,76.83973506569508,76.83973506569508,76.83973506569508,76.83973506569508,76.83973506569508,76.83973506569508,76.83973506569508,76.83973506569508,76.83973506569508,26.29898330654085,26.29898330654085
object_detection,36.211601664302904,36.211601664302904,36.211601664302904,36.211601664302904,36.211601664302904,36.211601664302904,36.211601664302904,36.211601664302904,36.211601664302904,36.211601664302904,36.211601664302904,36.211601664302904,18.798851977071035,18.798851977071035
question_answering,41.217359643090816,41.217359643090816,41.217359643090816,41.217359643090816,41.217359643090816,41.217359643090816,41.217359643090816,41.217359643090816,41.217359643090816,41.217359643090816,41.217359643090816,41.217359643090816,14.386115211845635,14.386115211845635
speech_recognition,579.4849764628073,579.4849764628073,579.4849764628073,579.4849764628073,579.4849764628073,579.4849764628073,579.4849764628073,579.4849764628073,579.4849764628073,579.4849764628073,579.4849764628073,579.4849764628073,188.39535895701172,188.39535895701172
