task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,t2.large-15,g4dn.xlarge-1
image_classification,74.55995313945314,74.55995313945314,74.55995313945314,74.55995313945314,74.55995313945314,74.55995313945314,74.55995313945314,74.55995313945314,74.55995313945314,74.55995313945314,74.55995313945314,74.55995313945314,74.55995313945314,74.55995313945314,74.55995313945314,8.169683616549289
object_detection,35.5071135741337,35.5071135741337,35.5071135741337,35.5071135741337,35.5071135741337,35.5071135741337,35.5071135741337,35.5071135741337,35.5071135741337,35.5071135741337,35.5071135741337,35.5071135741337,35.5071135741337,35.5071135741337,35.5071135741337,10.616742516742516
question_answering,36.417391673780415,36.417391673780415,36.417391673780415,36.417391673780415,36.417391673780415,36.417391673780415,36.417391673780415,36.417391673780415,36.417391673780415,36.417391673780415,36.417391673780415,36.417391673780415,36.417391673780415,36.417391673780415,36.417391673780415,3.201107333657115
speech_recognition,577.6172374292373,577.6172374292373,577.6172374292373,577.6172374292373,577.6172374292373,577.6172374292373,577.6172374292373,577.6172374292373,577.6172374292373,577.6172374292373,577.6172374292373,577.6172374292373,577.6172374292373,577.6172374292373,577.6172374292373,19.203542457974645
