task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,g4dn.xlarge-1
image_classification,74.2920240829518,74.2920240829518,74.2920240829518,74.2920240829518,74.2920240829518,74.2920240829518,74.2920240829518,74.2920240829518,74.2920240829518,74.2920240829518,24.76684389815018,8.396072180533611
object_detection,35.33321579856332,35.33321579856332,35.33321579856332,35.33321579856332,35.33321579856332,35.33321579856332,35.33321579856332,35.33321579856332,35.33321579856332,35.33321579856332,18.503489382239383,10.159936532103497
question_answering,36.477629161344325,36.477629161344325,36.477629161344325,36.477629161344325,36.477629161344325,36.477629161344325,36.477629161344325,36.477629161344325,36.477629161344325,36.477629161344325,13.316835431490603,3.1831231172017924
speech_recognition,575.8645081585081,575.8645081585081,575.8645081585081,575.8645081585081,575.8645081585081,575.8645081585081,575.8645081585081,575.8645081585081,575.8645081585081,575.8645081585081,184.45654146141214,19.42076035731341
