task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,76.27743021111442,76.27743021111442,76.27743021111442,76.27743021111442,76.27743021111442,76.27743021111442,26.639874812332266,26.639874812332266,26.639874812332266,26.639874812332266
object_detection,35.18408726555971,35.18408726555971,35.18408726555971,35.18408726555971,35.18408726555971,35.18408726555971,18.69458972035486,18.69458972035486,18.69458972035486,18.69458972035486
question_answering,40.4502909753645,40.4502909753645,40.4502909753645,40.4502909753645,40.4502909753645,40.4502909753645,15.174671924316439,15.174671924316439,15.174671924316439,15.174671924316439
speech_recognition,575.8458757990376,575.8458757990376,575.8458757990376,575.8458757990376,575.8458757990376,575.8458757990376,188.21347554487656,188.21347554487656,188.21347554487656,188.21347554487656
