task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,73.18049242424243,73.18049242424243,26.55341866399028,26.55341866399028,8.409988247428739
object_detection,32.60789717850089,32.60789717850089,18.661592779245776,18.661592779245776,10.105176822307987
question_answering,37.58209956709957,37.58209956709957,14.700487064733021,14.700487064733021,3.1778044471868
speech_recognition,563.6339560439561,563.6339560439561,188.28053186485275,188.28053186485275,19.828763996475647
