task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.96564257627648,73.96564257627648,73.96564257627648,73.96564257627648,73.96564257627648,73.96564257627648,73.96564257627648,28.213743954846894,28.213743954846894,28.213743954846894,28.213743954846894,8.151178843971127,8.151178843971127
object_detection,35.02547880690738,35.02547880690738,35.02547880690738,35.02547880690738,35.02547880690738,35.02547880690738,35.02547880690738,20.020963301466733,20.020963301466733,20.020963301466733,20.020963301466733,10.567335285943818,10.567335285943818
question_answering,35.4206227432698,35.4206227432698,35.4206227432698,35.4206227432698,35.4206227432698,35.4206227432698,35.4206227432698,15.752473474233202,15.752473474233202,15.752473474233202,15.752473474233202,3.2530108331953143,3.2530108331953143
speech_recognition,574.3222364936651,574.3222364936651,574.3222364936651,574.3222364936651,574.3222364936651,574.3222364936651,574.3222364936651,222.05984390151934,222.05984390151934,222.05984390151934,222.05984390151934,18.901163121054427,18.901163121054427
