task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1
image_classification,77.27738523309046,77.27738523309046,77.27738523309046,77.27738523309046,77.27738523309046,77.27738523309046,77.27738523309046,77.27738523309046,77.27738523309046,77.27738523309046,77.27738523309046,77.27738523309046,77.27738523309046,26.39926764603039
object_detection,36.33041120252825,36.33041120252825,36.33041120252825,36.33041120252825,36.33041120252825,36.33041120252825,36.33041120252825,36.33041120252825,36.33041120252825,36.33041120252825,36.33041120252825,36.33041120252825,36.33041120252825,18.614581147337695
question_answering,41.92611309572153,41.92611309572153,41.92611309572153,41.92611309572153,41.92611309572153,41.92611309572153,41.92611309572153,41.92611309572153,41.92611309572153,41.92611309572153,41.92611309572153,41.92611309572153,41.92611309572153,14.18854211897525
speech_recognition,579.8029288145239,579.8029288145239,579.8029288145239,579.8029288145239,579.8029288145239,579.8029288145239,579.8029288145239,579.8029288145239,579.8029288145239,579.8029288145239,579.8029288145239,579.8029288145239,579.8029288145239,187.57289405684756
