task_type,t2.large-1,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,71.47952380952381,23.067435897435896,8.433133638615425,8.433133638615425,8.433133638615425
object_detection,30.52634920634921,19.200175967823025,10.416507582769295,10.416507582769295,10.416507582769295
question_answering,33.83181818181818,15.983874158670792,3.2983476203450386,3.2983476203450386,3.2983476203450386
speech_recognition,565.2495238095238,198.16007164823662,19.293243756289908,19.293243756289908,19.293243756289908
