task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,74.02118987724192,74.02118987724192,74.02118987724192,74.02118987724192,74.02118987724192,74.02118987724192,74.02118987724192,74.02118987724192,74.02118987724192,74.02118987724192,74.02118987724192,74.02118987724192,74.02118987724192,8.47518653029801,8.47518653029801,8.47518653029801
object_detection,34.8054940304595,34.8054940304595,34.8054940304595,34.8054940304595,34.8054940304595,34.8054940304595,34.8054940304595,34.8054940304595,34.8054940304595,34.8054940304595,34.8054940304595,34.8054940304595,34.8054940304595,10.884425880619236,10.884425880619236,10.884425880619236
question_answering,35.60753795852212,35.60753795852212,35.60753795852212,35.60753795852212,35.60753795852212,35.60753795852212,35.60753795852212,35.60753795852212,35.60753795852212,35.60753795852212,35.60753795852212,35.60753795852212,35.60753795852212,3.2544066588456415,3.2544066588456415,3.2544066588456415
speech_recognition,578.434296472758,578.434296472758,578.434296472758,578.434296472758,578.434296472758,578.434296472758,578.434296472758,578.434296472758,578.434296472758,578.434296472758,578.434296472758,578.434296472758,578.434296472758,19.177028499061457,19.177028499061457,19.177028499061457
