task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,74.00579738888563,74.00579738888563,74.00579738888563,74.00579738888563,25.331514789659316,25.331514789659316,25.331514789659316,8.3630866962646
object_detection,31.987458718182403,31.987458718182403,31.987458718182403,31.987458718182403,18.67566565731159,18.67566565731159,18.67566565731159,10.138964138612197
question_answering,36.980852557530184,36.980852557530184,36.980852557530184,36.980852557530184,14.173604980315508,14.173604980315508,14.173604980315508,3.1683802848174727
speech_recognition,573.5578113553114,573.5578113553114,573.5578113553114,573.5578113553114,192.24980722025037,192.24980722025037,192.24980722025037,19.215207019354228
