task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,72.66885962077139,72.66885962077139,72.66885962077139,26.429594086021506,8.461514930981304,8.461514930981304,8.461514930981304
object_detection,30.963603730291037,30.963603730291037,30.963603730291037,17.732441077441077,10.668915863580484,10.668915863580484,10.668915863580484
question_answering,35.37103505971153,35.37103505971153,35.37103505971153,15.32102761877698,3.3109908694907504,3.3109908694907504,3.3109908694907504
speech_recognition,573.9961982461982,573.9961982461982,573.9961982461982,178.46492990074444,19.152800782530754,19.152800782530754,19.152800782530754
