task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.12957487212987,73.12957487212987,73.12957487212987,73.12957487212987,73.12957487212987,8.32896406985715,8.32896406985715
object_detection,33.625318589906826,33.625318589906826,33.625318589906826,33.625318589906826,33.625318589906826,10.081407029136988,10.081407029136988
question_answering,36.17654143328292,36.17654143328292,36.17654143328292,36.17654143328292,36.17654143328292,3.236117584933018,3.236117584933018
speech_recognition,575.2296570096571,575.2296570096571,575.2296570096571,575.2296570096571,575.2296570096571,19.268763363374063,19.268763363374063
