task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.99533427588175,73.99533427588175,73.99533427588175,73.99533427588175,73.99533427588175,73.99533427588175,73.99533427588175,73.99533427588175,73.99533427588175,73.99533427588175,25.673805687346707,25.673805687346707,8.324225562299029,8.324225562299029,8.324225562299029
object_detection,34.64149960222096,34.64149960222096,34.64149960222096,34.64149960222096,34.64149960222096,34.64149960222096,34.64149960222096,34.64149960222096,34.64149960222096,34.64149960222096,21.65770686597918,21.65770686597918,10.50037684449826,10.50037684449826,10.50037684449826
question_answering,34.95562104398869,34.95562104398869,34.95562104398869,34.95562104398869,34.95562104398869,34.95562104398869,34.95562104398869,34.95562104398869,34.95562104398869,34.95562104398869,15.845378045157457,15.845378045157457,3.351546708089594,3.351546708089594,3.351546708089594
speech_recognition,574.6180724830725,574.6180724830725,574.6180724830725,574.6180724830725,574.6180724830725,574.6180724830725,574.6180724830725,574.6180724830725,574.6180724830725,574.6180724830725,226.3708821018873,226.3708821018873,19.233808229627808,19.233808229627808,19.233808229627808
