task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,25.15566454858727,25.15566454858727,25.15566454858727,8.198741755447916,8.198741755447916
object_detection,19.05929520869996,19.05929520869996,19.05929520869996,10.168699923698332,10.168699923698332
question_answering,15.471402654101436,15.471402654101436,15.471402654101436,3.227647457632173,3.227647457632173
speech_recognition,186.1599629902121,186.1599629902121,186.1599629902121,19.01665543029312,19.01665543029312
