task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.48121393856687,73.48121393856687,73.48121393856687,73.48121393856687,73.48121393856687,73.48121393856687,73.48121393856687,73.48121393856687,73.48121393856687,8.441339928849832,8.441339928849832,8.441339928849832
object_detection,34.3986800218663,34.3986800218663,34.3986800218663,34.3986800218663,34.3986800218663,34.3986800218663,34.3986800218663,34.3986800218663,34.3986800218663,10.706800720170504,10.706800720170504,10.706800720170504
question_answering,35.191562033161844,35.191562033161844,35.191562033161844,35.191562033161844,35.191562033161844,35.191562033161844,35.191562033161844,35.191562033161844,35.191562033161844,3.298774742581157,3.298774742581157,3.298774742581157
speech_recognition,574.2279996546663,574.2279996546663,574.2279996546663,574.2279996546663,574.2279996546663,574.2279996546663,574.2279996546663,574.2279996546663,574.2279996546663,19.144577023067896,19.144577023067896,19.144577023067896
