task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.35544743072055,73.35544743072055,73.35544743072055,73.35544743072055,73.35544743072055,73.35544743072055,73.35544743072055,73.35544743072055,73.35544743072055,73.35544743072055,73.35544743072055,73.35544743072055,73.35544743072055,73.35544743072055,8.32972999489165,8.32972999489165
object_detection,34.5280720976415,34.5280720976415,34.5280720976415,34.5280720976415,34.5280720976415,34.5280720976415,34.5280720976415,34.5280720976415,34.5280720976415,34.5280720976415,34.5280720976415,34.5280720976415,34.5280720976415,34.5280720976415,10.500887314241794,10.500887314241794
question_answering,35.76186867637498,35.76186867637498,35.76186867637498,35.76186867637498,35.76186867637498,35.76186867637498,35.76186867637498,35.76186867637498,35.76186867637498,35.76186867637498,35.76186867637498,35.76186867637498,35.76186867637498,35.76186867637498,3.229398457747295,3.229398457747295
speech_recognition,577.337131677846,577.337131677846,577.337131677846,577.337131677846,577.337131677846,577.337131677846,577.337131677846,577.337131677846,577.337131677846,577.337131677846,577.337131677846,577.337131677846,577.337131677846,577.337131677846,18.954142135642137,18.954142135642137
