task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.05530470223503,73.05530470223503,73.05530470223503,73.05530470223503,73.05530470223503,73.05530470223503,73.05530470223503,73.05530470223503,73.05530470223503,23.49915325670498,8.196866581049733,8.196866581049733
object_detection,35.13906821573488,35.13906821573488,35.13906821573488,35.13906821573488,35.13906821573488,35.13906821573488,35.13906821573488,35.13906821573488,35.13906821573488,19.331037151702787,10.2401513185042,10.2401513185042
question_answering,35.275199326816974,35.275199326816974,35.275199326816974,35.275199326816974,35.275199326816974,35.275199326816974,35.275199326816974,35.275199326816974,35.275199326816974,14.90706189805027,3.2746483881785635,3.2746483881785635
speech_recognition,573.7401986901987,573.7401986901987,573.7401986901987,573.7401986901987,573.7401986901987,573.7401986901987,573.7401986901987,573.7401986901987,573.7401986901987,179.31713570809222,18.929971634203717,18.929971634203717
