task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.1243958935801,73.1243958935801,73.1243958935801,73.1243958935801,73.1243958935801,29.131157739151412,29.131157739151412,29.131157739151412,29.131157739151412,8.485695854877417,8.485695854877417
object_detection,33.21549419861184,33.21549419861184,33.21549419861184,33.21549419861184,33.21549419861184,20.423549406048572,20.423549406048572,20.423549406048572,20.423549406048572,10.491624018401687,10.491624018401687
question_answering,34.607889069994336,34.607889069994336,34.607889069994336,34.607889069994336,34.607889069994336,16.220929686163323,16.220929686163323,16.220929686163323,16.220929686163323,3.246280059597133,3.246280059597133
speech_recognition,573.6704895104896,573.6704895104896,573.6704895104896,573.6704895104896,573.6704895104896,210.52353892579578,210.52353892579578,210.52353892579578,210.52353892579578,19.026701088225174,19.026701088225174
