task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,74.46772339395602,74.46772339395602,74.46772339395602,74.46772339395602,74.46772339395602,74.46772339395602,74.46772339395602,74.46772339395602,74.46772339395602,74.46772339395602,74.46772339395602,25.787977235296392,25.787977235296392,25.787977235296392,25.787977235296392
object_detection,35.8027979805738,35.8027979805738,35.8027979805738,35.8027979805738,35.8027979805738,35.8027979805738,35.8027979805738,35.8027979805738,35.8027979805738,35.8027979805738,35.8027979805738,19.789685692493425,19.789685692493425,19.789685692493425,19.789685692493425
question_answering,37.70953550428994,37.70953550428994,37.70953550428994,37.70953550428994,37.70953550428994,37.70953550428994,37.70953550428994,37.70953550428994,37.70953550428994,37.70953550428994,37.70953550428994,13.902009670065194,13.902009670065194,13.902009670065194,13.902009670065194
speech_recognition,575.8592368237823,575.8592368237823,575.8592368237823,575.8592368237823,575.8592368237823,575.8592368237823,575.8592368237823,575.8592368237823,575.8592368237823,575.8592368237823,575.8592368237823,207.40412772644277,207.40412772644277,207.40412772644277,207.40412772644277
