task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.541888360006,73.541888360006,73.541888360006,73.541888360006,73.541888360006,73.541888360006,73.541888360006,73.541888360006,73.541888360006,73.541888360006,8.521726587361067,8.521726587361067,8.521726587361067
object_detection,34.59730827669063,34.59730827669063,34.59730827669063,34.59730827669063,34.59730827669063,34.59730827669063,34.59730827669063,34.59730827669063,34.59730827669063,34.59730827669063,10.788648161996823,10.788648161996823,10.788648161996823
question_answering,35.38032756046843,35.38032756046843,35.38032756046843,35.38032756046843,35.38032756046843,35.38032756046843,35.38032756046843,35.38032756046843,35.38032756046843,35.38032756046843,4.880297740257304,4.880297740257304,4.880297740257304
speech_recognition,574.5176787656787,574.5176787656787,574.5176787656787,574.5176787656787,574.5176787656787,574.5176787656787,574.5176787656787,574.5176787656787,574.5176787656787,574.5176787656787,19.264176752730986,19.264176752730986,19.264176752730986
