task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.85301573365278,73.85301573365278,73.85301573365278,73.85301573365278,73.85301573365278,73.85301573365278,73.85301573365278,73.85301573365278,73.85301573365278,73.85301573365278,73.85301573365278,23.552867873905743,8.183989922689062,8.183989922689062
object_detection,34.38327044909933,34.38327044909933,34.38327044909933,34.38327044909933,34.38327044909933,34.38327044909933,34.38327044909933,34.38327044909933,34.38327044909933,34.38327044909933,34.38327044909933,19.19488888888889,10.29357498250131,10.29357498250131
question_answering,35.63690058362378,35.63690058362378,35.63690058362378,35.63690058362378,35.63690058362378,35.63690058362378,35.63690058362378,35.63690058362378,35.63690058362378,35.63690058362378,35.63690058362378,16.260860215053764,3.2465300567972144,3.2465300567972144
speech_recognition,576.615261707989,576.615261707989,576.615261707989,576.615261707989,576.615261707989,576.615261707989,576.615261707989,576.615261707989,576.615261707989,576.615261707989,576.615261707989,197.2497619047619,18.883246674115743,18.883246674115743
