task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,72.80575241632181,72.80575241632181,72.80575241632181,72.80575241632181,72.80575241632181,72.80575241632181,23.438573661058804,8.565879145636416,8.565879145636416,8.565879145636416
object_detection,33.8272150398621,33.8272150398621,33.8272150398621,33.8272150398621,33.8272150398621,33.8272150398621,19.337703962703962,10.815117829766347,10.815117829766347,10.815117829766347
question_answering,35.07892803590172,35.07892803590172,35.07892803590172,35.07892803590172,35.07892803590172,35.07892803590172,15.807102698650676,3.339491569471133,3.339491569471133,3.339491569471133
speech_recognition,572.5576523476524,572.5576523476524,572.5576523476524,572.5576523476524,572.5576523476524,572.5576523476524,183.72200401092337,19.179554162913863,19.179554162913863,19.179554162913863
