task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,25.309293532049658,25.309293532049658,25.309293532049658,8.2972410202687
object_detection,18.530683345250242,18.530683345250242,18.530683345250242,9.858650102564024
question_answering,14.395715946318841,14.395715946318841,14.395715946318841,3.1488960344981116
speech_recognition,188.2641974936518,188.2641974936518,188.2641974936518,19.453437381889323
